Word,V.Mean.Sum,A.Mean.Sum,Number of Anagrams,Anagrams
superposition,4.42,3.5,2,"['resupposition', 'superposition']"
superstition,4.84,6.14,1,['superstition']
superstitious,4.75,5.95,1,['superstitious']
supervise,5.05,4,1,['supervise']
supervision,4.26,5.05,1,['supervision']
supervisor,4.28,4.05,2,"['proviruses', 'supervisor']"
supple,5.76,4.09,2,"['peplus', 'supple']"
supplement,5.43,3.22,1,['supplement']
supplemental,5.59,3.64,1,['supplemental']
supplier,4.84,3.45,2,"['periplus', 'supplier']"
supply,5.11,3.28,1,['supply']
suppose,5.27,3.33,1,['suppose']
supposed,5.41,3.48,1,['supposed']
surface,5.62,3.04,1,['surface']
surfboard,5.53,3.75,1,['surfboard']
surfer,5.47,5.38,1,['surfer']
surge,5,5.22,4,"['grues', 'guser', 'surge', 'urges']"
surgeon,5.05,5.78,1,['surgeon']
surname,5.1,3.68,2,"['manures', 'surname']"
surplus,5.68,3.6,1,['surplus']
surrogate,5.27,4.27,2,"['surrogate', 'urogaster']"
surround,5.42,3.32,1,['surround']
survey,5.55,3.68,1,['survey']
suspend,4.32,4.87,2,"['suspend', 'upsends']"
suspense,5.26,5.84,1,['suspense']
suspension,4.35,4.57,1,['suspension']
sustain,5.68,3.73,2,"['issuant', 'sustain']"
suture,4.36,4.63,2,"['suture', 'uterus']"
suv,4.75,3.48,0,[]
swab,4.7,2.56,2,"['swab', 'wabs']"
swag,5.37,4.33,2,"['swag', 'wags']"
swallow,5.57,3.78,2,"['swallow', 'wallows']"
swamp,4.42,3.33,1,['swamp']
swank,4.84,4.14,1,['swank']
swap,5.24,3.7,4,"['paws', 'swap', 'waps', 'wasp']"
swat,4.38,6.21,7,"['sawt', 'staw', 'swat', 'taws', 'twas', 'wast', 'wats']"
sway,5.25,3.68,3,"['yaws', 'sway', 'ways']"
sweat,4.38,5.1,6,"['awest', 'etwas', 'sweat', 'tawse', 'twaes', 'waste']"
sweep,5.27,3.89,2,"['sweep', 'weeps']"
sweeper,5.35,3.23,3,"['resweep', 'sweeper', 'weepers']"
swell,5.05,4.56,2,"['swell', 'wells']"
swerve,4.33,5.35,1,['swerve']
swift,5.83,4.88,1,['swift']
swig,4.57,4.48,2,"['swig', 'wigs']"
swill,4.65,3.81,2,"['swill', 'wills']"
swinger,4.37,5.81,2,"['swinger', 'wingers']"
swipe,4.47,3.68,2,"['swipe', 'wipes']"
swish,5.79,3.95,2,"['swish', 'whiss']"
switch,5.29,3.9,1,['switch']
switchboard,4.86,3.65,1,['switchboard']
swivel,5.26,4.62,1,['swivel']
swoon,5.76,3.83,2,"['swoon', 'woons']"
swoop,5.16,5.62,2,"['swoop', 'woops']"
sword,5.27,5.95,2,"['sword', 'words']"
swordplay,4.94,6.14,2,"['swordplay', 'wordplays']"
swordsman,5.25,4.72,2,"['sandworms', 'swordsman']"
syllable,4.95,2.5,2,"['sellably', 'syllable']"
syllabus,4.86,2.95,1,['syllabus']
symbiotic,5.7,4.05,1,['symbiotic']
symbol,5.67,2.77,2,"['blosmy', 'symbol']"
symbolize,5.75,4.41,1,['symbolize']
symmetrical,5.76,3.24,1,['symmetrical']
symmetry,5.27,3.19,1,['symmetry']
symposium,4.86,4.04,1,['symposium']
synagogue,4.85,2.56,1,['synagogue']
synapse,5.42,3.95,2,"['yapness', 'synapse']"
synaptic,4.57,4.25,2,"['synaptic', 'snyaptic']"
syndicate,4.35,3.06,3,"['asyndetic', 'cystidean', 'syndicate']"
syndrome,4.33,4.68,1,['syndrome']
synergy,5.42,4.29,1,['synergy']
synonymous,5.24,3.41,1,['synonymous']
synthesizer,5.16,4.3,1,['synthesizer']
synthetic,4.76,3.61,1,['synthetic']
system,5.5,3.38,2,"['mystes', 'system']"
systematic,4.62,3.52,1,['systematic']
tab,5.09,4.42,3,"['abt', 'bat', 'tab']"
tabasco,4.5,5,1,['tabasco']
tabernacle,5.65,3.52,1,['tabernacle']
table,5.49,3,7,"['ablet', 'batel', 'belat', 'blate', 'bleat', 'tabel', 'table']"
tablecloth,5.33,2.81,1,['tablecloth']
tabloid,4.84,3.32,1,['tabloid']
taboo,4.53,5.06,1,['taboo']
tack,4.42,2.85,1,['tack']
tackle,5.38,4.43,1,['tackle']
tact,5.71,3.95,1,['tact']
tactic,5.7,5.05,2,"['tactic', 'tictac']"
tactical,5.05,4.27,1,['tactical']
tad,5.45,3.68,2,"['dat', 'tad']"
tag,4.79,3.29,3,"['agt', 'gat', 'tag']"
tail,5.3,3.27,7,"['alit', 'atli', 'ital', 'lait', 'lati', 'tail', 'tali']"
tailgate,4.81,4.57,1,['tailgate']
taillight,5.11,3.56,1,['taillight']
tailor,5.29,3.61,2,"['rialto', 'tailor']"
tailpipe,4.67,3.13,1,['tailpipe']
take,4.82,4.52,5,"['kate', 'keat', 'keta', 'take', 'teak']"
takeoff,5.5,3.77,2,"['offtake', 'takeoff']"
talcum,5.45,4.05,1,['talcum']
talisman,5.68,4.6,4,"['natalism', 'staminal', 'tailsman', 'talisman']"
talkative,5.56,4.45,1,['talkative']
talker,4.55,4.05,3,"['kartel', 'retalk', 'talker']"
tally,4.74,3.44,1,['tally']
talon,5.06,4.9,7,"['laton', 'lotan', 'notal', 'ontal', 'talon', 'tolan', 'tonal']"
tamer,5.48,3.76,9,"['armet', 'mater', 'merat', 'metra', 'ramet', 'tamer', 'terma', 'trame', 'trema']"
tang,4.62,4.05,3,"['gant', 'gnat', 'tang']"
tangible,5.63,4.18,3,"['belating', 'bleating', 'tangible']"
tango,5.47,4.48,2,"['tango', 'tonga']"
tank,4.71,4.32,2,"['kant', 'tank']"
tanker,4.74,4,2,"['ranket', 'tanker']"
tap,5.33,3.95,4,"['apt', 'pat', 'pta', 'tap']"
tape,5.5,3.4,5,"['pate', 'peat', 'tape', 'teap', 'tepa']"
tape measure,5.05,4.1,0,[]
tapestry,5.65,2.67,2,"['tapestry', 'tryptase']"
tapioca,5.48,3.74,1,['tapioca']
taps,4.79,3.14,6,"['apts', 'past', 'pats', 'spat', 'stap', 'taps']"
target,5.24,5.35,2,"['gatter', 'target']"
tarmac,4.76,3.1,3,"['amtrac', 'mactra', 'tarmac']"
tarp,4.79,2.9,5,"['part', 'prat', 'rapt', 'tarp', 'trap']"
tarry,4.68,3.1,1,['tarry']
tart,5.43,4.8,1,['tart']
tartar,4.52,2.73,1,['tartar']
tassel,4.95,4.78,7,"['lasset', 'leasts', 'slates', 'stales', 'steals', 'tassel', 'teslas']"
tattoo,4.45,5,1,['tattoo']
taupe,4.7,3.7,2,"['taupe', 'upeat']"
taut,4.25,4.29,2,"['tatu', 'taut']"
tavern,5.55,4.22,1,['tavern']
tawny,4.86,4.16,2,"['tawny', 'wanty']"
taxi,4.79,3.79,1,['taxi']
taxicab,5,3.8,1,['taxicab']
teal,5.7,3.73,8,"['atle', 'laet', 'late', 'leat', 'tael', 'tale', 'teal', 'tela']"
tease,4.17,5.21,3,"['atees', 'setae', 'tease']"
teaspoon,5.25,2.47,1,['teaspoon']
tech,5.77,4.1,5,"['chet', 'echt', 'etch', 'tche', 'tech']"
technical,5,5.28,2,"['catchline', 'technical']"
technicality,4.21,4.36,1,['technicality']
technician,5.65,3.33,1,['technician']
techno,5.53,5,0,[]
technological,5.3,4.56,1,['technological']
technology,5.53,4.62,1,['technology']
tee,5.4,3.68,1,['tee']
teeming,4.83,3.6,3,"['meeting', 'teeming', 'tegmine']"
teen,5.1,3.86,4,"['eten', 'neet', 'nete', 'teen']"
teenage,5.8,5.26,1,['teenage']
teenager,4.58,4.23,3,"['generate', 'renegate', 'teenager']"
teens,5.58,3.96,3,"['steen', 'teens', 'tense']"
teensy,5.09,3.77,2,"['yentes', 'teensy']"
teeny,5.62,3.74,2,"['yente', 'teeny']"
teeth,5,3.8,3,"['teeth', 'theet', 'thete']"
telegram,5.27,4.14,1,['telegram']
telegraph,5.37,2.82,1,['telegraph']
telemetry,5,3.5,1,['telemetry']
telepathy,5,5.7,1,['telepathy']
telephone,5.71,4.3,2,"['phenetole', 'telephone']"
teletype,5.2,3.86,1,['teletype']
tell,5.27,3.86,1,['tell']
teller,5.33,3,2,"['retell', 'teller']"
temp,4.63,3.62,2,"['empt', 'temp']"
temperament,4.67,3.8,1,['temperament']
temperance,5.05,4,1,['temperance']
temperature,5.58,4.86,1,['temperature']
tempest,4.52,5.26,1,['tempest']
template,5.45,3.46,2,"['palmette', 'template']"
temple,5.3,3.36,2,"['pelmet', 'temple']"
tempo,5.59,4,1,['tempo']
temporal,4.57,3.38,1,['temporal']
temporary,4.33,3.35,1,['temporary']
tempt,5,5.29,1,['tempt']
temptation,4.5,5.38,1,['temptation']
temptress,4.68,5.43,1,['temptress']
ten,5.16,3.1,2,"['net', 'ten']"
tenacious,5.65,4.78,2,"['cautiones', 'tenacious']"
tenant,4.57,2.59,1,['tenant']
tend,4.8,3.22,3,"['dent', 'detn', 'tend']"
tendency,4.85,3.72,1,['tendency']
tenderfoot,4.26,3.16,1,['tenderfoot']
tendon,5.11,3.3,1,['tendon']
tenement,4.55,3.77,1,['tenement']
tennis,5.4,3.89,5,"['innest', 'intens', 'sennit', 'sinnet', 'tennis']"
tenor,5.48,4,5,"['noter', 'notre', 'tenor', 'toner', 'trone']"
tentative,5.1,3.4,2,"['attentive', 'tentative']"
tenure,4.6,3.65,5,"['neuter', 'retune', 'runtee', 'tenure', 'tureen']"
term,5.57,3.6,1,['term']
terminal,4.27,3.68,2,"['terminal', 'tramline']"
terminator,5.43,6.05,1,['terminator']
terminology,5.67,2.8,1,['terminology']
terrace,5.33,3.52,4,"['caterer', 'recrate', 'retrace', 'terrace']"
terrain,5.53,3.09,4,"['arterin', 'retrain', 'terrain', 'trainer']"
territorial,4.16,4.29,1,['territorial']
territory,5.3,4.32,1,['territory']
test,4.44,4.3,3,"['sett', 'stet', 'test']"
testament,5,3.94,2,"['statement', 'testament']"
testicle,4.19,5.4,2,"['telestic', 'testicle']"
testify,4.55,6.16,1,['testify']
testimony,5.05,4.22,1,['testimony']
testosterone,5.2,6.75,1,['testosterone']
tether,4.32,4.19,2,"['hetter', 'tether']"
textbook,5,2.94,1,['textbook']
textile,4.89,3.38,1,['textile']
texture,5.57,3.33,1,['texture']
thatch,5.2,2.8,1,['thatch']
thaw,4.95,3.84,3,"['thaw', 'wath', 'what']"
theatrical,5.3,5.36,1,['theatrical']
theatrics,5.45,5.05,1,['theatrics']
theme,5.43,3.08,2,"['meeth', 'theme']"
theology,4.95,3.32,2,"['ethology', 'theology']"
theoretical,4.8,3.9,1,['theoretical']
theory,5.65,4.41,1,['theory']
therapist,4.43,3.32,1,['therapist']
therapy,5.1,3.74,1,['therapy']
thermal,5.36,3.48,1,['thermal']
thermometer,5.22,3.36,1,['thermometer']
thermos,5.79,3.15,3,"['mothers', 'smother', 'thermos']"
thermostat,5.48,3.56,1,['thermostat']
thesis,4.7,4.1,4,"['heists', 'shiest', 'sithes', 'thesis']"
thick,4.63,3.13,1,['thick']
thicket,4.33,3.25,2,"['chettik', 'thicket']"
thickness,5.19,3.74,1,['thickness']
thigh,5.22,5.32,2,"['hight', 'thigh']"
thin,5.47,4.5,2,"['hint', 'thin']"
thing,5.55,3.43,2,"['night', 'thing']"
thingy,5.42,4.27,2,"['nighty', 'thingy']"
third,5,2.64,1,['third']
thirsty,4.48,4.08,1,['thirsty']
thirteen,5.11,4.36,1,['thirteen']
thirty,4.74,3.57,1,['thirty']
thistle,4.95,3.9,4,"['lettish', 'lithest', 'shittle', 'thistle']"
thong,5.48,4.68,1,['thong']
thoroughfare,5.19,4.32,1,['thoroughfare']
thread,5.5,3.87,4,"['dearth', 'hatred', 'rathed', 'thread']"
three,5.43,3.38,5,"['ether', 'rethe', 'theer', 'there', 'three']"
threshold,5.53,3.09,1,['threshold']
thrift,5.72,2.95,1,['thrift']
thriller,5.75,6,2,"['rethrill', 'thriller']"
throat,4.76,4.2,2,"['athort', 'throat']"
throes,4.5,4.71,6,"['horste', 'hoster', 'others', 'reshot', 'throes', 'tosher']"
throne,5.45,5.22,5,"['enhort', 'hornet', 'nother', 'theron', 'throne']"
throttle,5.55,5.36,1,['throttle']
throw,5.55,4.52,5,"['rowth', 'throw', 'whort', 'worth', 'wroth']"
throwback,5.42,4.57,1,['throwback']
thrower,4.57,3.58,2,"['rethrow', 'thrower']"
thrust,5.75,5.29,4,"['struth', 'thrust', 'thurst', 'truths']"
thruster,4.56,4.7,2,"['rethrust', 'thruster']"
thud,4.24,5.05,1,['thud']
thumb,5.62,3.84,1,['thumb']
thumbprint,5.6,4.33,1,['thumbprint']
thump,4.42,4,1,['thump']
thumper,5,4.09,1,['thumper']
thunder,5.74,5.75,1,['thunder']
thunderbolt,5.63,6.29,1,['thunderbolt']
thunderclap,4.53,5.57,1,['thunderclap']
thunderstorm,5.67,6.1,1,['thunderstorm']
thyroid,4.28,3.14,1,['thyroid']
tiara,5.48,5.05,5,"['arati', 'atria', 'riata', 'tarai', 'tiara']"
tibia,4.41,3.52,1,['tibia']
tic,4.24,4.41,2,"['cit', 'tic']"
ticker,4.43,3.84,2,"['ricket', 'ticker']"
ticket,5.28,3.95,1,['ticket']
tidal,5.33,5.05,4,"['datil', 'dital', 'tidal', 'tilda']"
tidal wave,4.9,4.8,0,[]
tie,5.33,3.1,1,['tie']
tier,4.95,3.73,6,"['iter', 'reit', 'rite', 'teri', 'tier', 'tire']"
tighten,5,5.68,1,['tighten']
tightrope,4.81,4.18,1,['tightrope']
tile,5,2.89,5,"['itel', 'lite', 'teil', 'teli', 'tile']"
tilt,4.78,4.59,1,['tilt']
timber,4.9,3.73,3,"['betrim', 'timber', 'timbre']"
time,5.6,3.41,4,"['emit', 'item', 'mite', 'time']"
timer,4.81,4.17,7,"['ermit', 'merit', 'miter', 'mitre', 'mtier', 'remit', 'timer']"
timetable,4.9,3.62,1,['timetable']
timing,5.67,3.4,2,"['miting', 'timing']"
tin,4.95,2.73,3,"['int', 'nit', 'tin']"
tinfoil,4.79,3.25,1,['tinfoil']
tinkle,5.55,3.75,1,['tinkle']
tinkling,5.33,5.4,1,['tinkling']
tinsel,5.7,4.05,6,"['enlist', 'inlets', 'listen', 'silent', 'slinte', 'tinsel']"
tiny,5.1,4.6,1,['tiny']
tipper,5.25,3.73,2,"['rippet', 'tipper']"
tipster,5.3,3.62,2,"['spitter', 'tipster']"
tipsy,5.6,4.7,1,['tipsy']
tiptoe,5.32,3.76,1,['tiptoe']
tire,4.55,3.09,6,"['iter', 'reit', 'rite', 'teri', 'tier', 'tire']"
tired,4.29,3.67,3,"['diter', 'tired', 'tried']"
tireless,4.95,4.41,3,"['leisters', 'riteless', 'tireless']"
tissue,5.3,3.1,2,"['suites', 'tissue']"
tit,5.76,6.14,1,['tit']
titan,5.71,4.32,5,"['nitta', 'taint', 'tanti', 'tinta', 'titan']"
titanic,4.42,4.39,2,"['tanitic', 'titanic']"
titanium,5.26,3.78,1,['titanium']
title,5.71,2.15,1,['title']
toaster,5.8,3.85,5,"['retoast', 'rosetta', 'rotates', 'stoater', 'toaster']"
toe,5.24,3.1,1,['toe']
tofu,4.29,3.09,1,['tofu']
toga,5.36,3.75,3,"['goat', 'toag', 'toga']"
token,5.63,3.09,1,['token']
tolerable,4.9,4.4,1,['tolerable']
tomahawk,4.86,5.19,1,['tomahawk']
tomato,5.8,2.68,1,['tomato']
tomcat,5.16,4.74,1,['tomcat']
tome,5.29,4.6,3,"['moet', 'mote', 'tome']"
ton,5,3.55,3,"['not', 'ont', 'ton']"
tone,5.47,3.67,3,"['eton', 'note', 'tone']"
toner,5.11,4.14,5,"['noter', 'notre', 'tenor', 'toner', 'trone']"
tongs,5,3.25,2,"['stong', 'tongs']"
tool,5.07,3.91,3,"['loot', 'loto', 'tool']"
toolbox,4.7,4.05,1,['toolbox']
toot,4.74,4,3,"['otto', 'toot', 'toto']"
tooth,5.06,3.52,1,['tooth']
toothbrush,5.58,3.38,1,['toothbrush']
toothpaste,5.21,2.86,1,['toothpaste']
toothpick,4.89,3.33,2,"['picktooth', 'toothpick']"
toots,5.2,5.1,3,"['ottos', 'stoot', 'toots']"
topaz,5.55,3.87,1,['topaz']
topic,5.5,3.2,3,"['optic', 'picot', 'topic']"
topical,5.35,3.29,4,"['capitol', 'coalpit', 'optical', 'topical']"
topless,5.36,6.61,1,['topless']
topple,4.86,3.21,3,"['loppet', 'poplet', 'topple']"
topside,4.9,3.36,6,"['deposit', 'dopiest', 'podites', 'posited', 'sopited', 'topside']"
torch,4.5,5.12,4,"['chort', 'rotch', 'torch', 'troch']"
torque,5.3,4.9,3,"['quoter', 'roquet', 'torque']"
torrent,4.86,5,2,"['rettorn', 'torrent']"
torso,5.23,3.85,5,"['roost', 'roots', 'rotos', 'toros', 'torso']"
tortoise,5.58,3.32,2,"['rootiest', 'tortoise']"
toss,5,4.18,2,"['sots', 'toss']"
total,5.32,4.25,2,"['lotta', 'total']"
tote,5.45,4.25,1,['tote']
totem,5.32,4.78,3,"['motet', 'motte', 'totem']"
touchy,4.29,3.88,2,"['couthy', 'touchy']"
tough,4.45,4.24,2,"['ought', 'tough']"
toughen,5.37,4.28,1,['toughen']
tourism,5.35,4.06,2,"['sumitro', 'tourism']"
tourist,5.71,3.57,1,['tourist']
tout,5.35,4.58,1,['tout']
tow,5.38,3.75,4,"['owt', 'tow', 'two', 'wot']"
tower,5.24,3.86,4,"['rowet', 'rowte', 'tower', 'wrote']"
towering,4.35,4.12,1,['towering']
town,5.59,3.81,3,"['nowt', 'town', 'wont']"
township,5.35,2.9,1,['township']
townspeople,5.81,2.91,1,['townspeople']
trace,4.74,2.84,11,"['caret', 'carte', 'cater', 'cerat', 'crate', 'creat', 'creta', 'ecart', 'react', 'recta', 'trace']"
traceable,4.63,3.61,2,"['creatable', 'traceable']"
tracer,5.05,3.86,5,"['arrect', 'carter', 'crater', 'recart', 'tracer']"
trachea,4.73,4.21,2,"['chartae', 'trachea']"
track,5.78,3.76,1,['track']
tracker,4.87,4.59,2,"['retrack', 'tracker']"
traction,5.27,4.17,1,['traction']
tractor,5.05,3.73,1,['tractor']
trademark,5,3.72,1,['trademark']
trader,5.47,3.5,8,"['darter', 'dartre', 'dertra', 'redart', 'retard', 'retrad', 'tarred', 'trader']"
traffic light,4.76,4.9,0,[]
trailer,4.44,2.85,3,"['retiral', 'retrial', 'trailer']"
trainee,5.45,4.16,5,"['arenite', 'enteria', 'retinae', 'trainee', 'triaene']"
trainer,5.16,4,4,"['arterin', 'retrain', 'terrain', 'trainer']"
training,5.19,4.1,1,['training']
trait,5.44,3.55,3,"['ratti', 'titar', 'trait']"
trajectory,4.89,3.33,1,['trajectory']
tram,4.7,2.42,2,"['mart', 'tram']"
trance,5.24,4,10,"['canter', 'carnet', 'centra', 'cranet', 'creant', 'cretan', 'nectar', 'recant', 'tanrec', 'trance']"
tranquilizer,4.86,3.12,1,['tranquilizer']
transaction,5.26,3.73,1,['transaction']
transatlantic,5,4.84,1,['transatlantic']
transceiver,5,4.22,1,['transceiver']
transcend,5.75,5,1,['transcend']
transcendent,5.14,4.33,1,['transcendent']
transcript,5.24,3.3,1,['transcript']
transcription,5.15,4.13,1,['transcription']
transfer,5.29,3.22,1,['transfer']
transference,4.4,3.44,1,['transference']
transfusion,5,4.45,1,['transfusion']
transient,4.21,4.04,2,"['instanter', 'transient']"
transistor,4.71,3.9,1,['transistor']
transit,4.52,4.05,3,"['straint', 'transit', 'tristan']"
transition,5.43,3.65,1,['transition']
transitional,4.79,4.5,1,['transitional']
translate,5.67,2.75,3,"['alterants', 'tarletans', 'translate']"
translation,5.65,4.48,1,['translation']
translator,5.05,4,1,['translator']
transmission,4.62,3.38,1,['transmission']
transmit,4.24,4.39,2,"['tantrism', 'transmit']"
transmitter,4.95,3.5,1,['transmitter']
transparent,5.37,3.45,1,['transparent']
transplant,4.6,6.37,1,['transplant']
transponder,4.95,3.55,1,['transponder']
transporter,4.84,4.14,2,"['retransport', 'transporter']"
transvestite,4.22,5.05,1,['transvestite']
trapdoor,4.19,5.04,1,['trapdoor']
trapeze,5.57,4.8,1,['trapeze']
trapper,4.47,3.09,1,['trapper']
traverse,5,3.6,1,['traverse']
tray,5.14,3.57,3,"['arty', 'atry', 'tray']"
tread,4.72,3.76,10,"['adret', 'dater', 'derat', 'detar', 'drate', 'rated', 'tarde', 'tared', 'trade', 'tread']"
treadmill,5.19,4.22,1,['treadmill']
treasury,5.8,4.29,1,['treasury']
treatment,5,4.47,1,['treatment']
treaty,5.42,3.7,3,"['attery', 'yatter', 'treaty']"
tremor,4.26,4.72,2,"['termor', 'tremor']"
trench,4.43,3.22,1,['trench']
trend,5.33,4.45,2,"['drent', 'trend']"
trendy,4.95,4.23,3,"['dreynt', 'tendry', 'trendy']"
triad,4.32,4.45,2,"['dairt', 'triad']"
triangle,5.21,3.5,7,"['alerting', 'altering', 'integral', 'relating', 'tanglier', 'teraglin', 'triangle']"
triangulate,4.9,4,1,['triangulate']
triathlon,5.05,3.41,1,['thorntail']
tribal,5.17,4.56,1,['tribal']
tribe,5.63,4.29,4,"['biter', 'brite', 'tiber', 'tribe']"
tribunal,4.53,3.95,3,"['tribunal', 'turbinal', 'untribal']"
tribune,4.84,3.78,3,"['tribune', 'tuberin', 'turbine']"
trick,4.89,5.57,1,['trick']
tricky,4.78,4.86,1,['tricky']
trident,5.37,4.36,1,['trident']
trifle,4.8,4.06,6,"['fertil', 'filter', 'filtre', 'lifter', 'relift', 'trifle']"
trig,4.74,3.18,3,"['girt', 'grit', 'trig']"
trigger,4.85,5.85,1,['trigger']
trillion,5.85,5.19,1,['trillion']
trilogy,5.26,3.67,1,['trilogy']
trim,4.64,3.38,1,['trim']
trimester,5.11,4.82,3,"['remitters', 'trimester', 'trimeters']"
trio,5.68,3.38,6,"['riot', 'roit', 'roti', 'tiro', 'tori', 'trio']"
triplicate,4.59,4.16,1,['triplicate']
tripod,5.23,4.32,3,"['protid', 'torpid', 'tripod']"
trite,4.27,4.39,3,"['titer', 'titre', 'trite']"
trivia,5.7,3.82,1,['trivia']
troll,4.45,4.54,1,['troll']
trolley,5.67,3,2,"['tollery', 'trolley']"
trombone,5,3.43,1,['trombone']
troop,5.58,4.5,4,"['poort', 'porto', 'proto', 'troop']"
trooper,5.5,4.95,3,"['potrero', 'protore', 'trooper']"
trot,5.63,5.1,2,"['tort', 'trot']"
trough,4.19,3.83,2,"['rought', 'trough']"
troupe,5.24,3.7,5,"['pouter', 'puerto', 'roupet', 'troupe', 'uptore']"
trousers,5.15,2.89,4,"['retrouss', 'rousters', 'tressour', 'trousers']"
trout,5.62,3.85,3,"['tourt', 'trout', 'tutor']"
truck,5.16,3.76,1,['truck']
trucker,4.62,3.55,1,['trucker']
truckload,5.23,4.64,1,['truckload']
trump,4.18,3.33,1,['trump']
trunk,5.02,3.51,1,['trunk']
trustee,5.84,3.91,2,"['surette', 'trustee']"
try,5.64,4,2,"['tyr', 'try']"
tryout,5.53,4.19,3,"['tryout', 'trouty', 'tutory']"
tuba,5.58,3.95,4,"['abut', 'buat', 'tabu', 'tuba']"
tube,5.53,3.14,3,"['bute', 'tebu', 'tube']"
tubing,5.11,3.62,1,['tubing']
tuck,4.89,3.4,1,['tuck']
tug,4.47,4,3,"['gut', 'tug', 'ugt']"
tugboat,5.57,3.05,1,['tugboat']
tumble,5.65,4.9,1,['tumble']
tumbleweed,5.67,3.25,1,['tumbleweed']
tuna,5.26,4.14,8,"['antu', 'aunt', 'natu', 'naut', 'taun', 'tuan', 'tuna', 'unta']"
tunic,5.79,3.79,4,"['cunit', 'cutin', 'incut', 'tunic']"
tunnel,4.48,4.09,3,"['nunlet', 'tunnel', 'unlent']"
turban,4.23,4.13,2,"['tanbur', 'turban']"
turbine,4.65,5.47,3,"['tribune', 'tuberin', 'turbine']"
turbulent,4.17,5.9,1,['turbulent']
turf,4.62,3.95,1,['turf']
turn,5.45,3.48,3,"['runt', 'trun', 'turn']"
turnaround,5.55,3.43,1,['turnaround']
turnip,4.63,3.32,1,['turnip']
turnout,5.23,4.26,2,"['outturn', 'turnout']"
turnover,4.84,4.14,2,"['overturn', 'turnover']"
turnpike,4.89,3.55,1,['turnpike']
turret,4.55,4.81,2,"['rutter', 'turret']"
turtleneck,5.05,3.41,1,['turtleneck']
TV,5.42,4.29,0,[]
twain,5.63,3.28,3,"['atwin', 'twain', 'witan']"
twat,4.32,5.39,2,"['twat', 'watt']"
tweak,5.21,4.7,1,['tweak']
tweed,4.18,4.09,2,"['tewed', 'tweed']"
tweet,5.37,3.39,1,['tweet']
tweezers,4.63,4.64,1,['tweezers']
twelve,5.32,3.42,1,['twelve']
twerp,4.25,4.23,1,['twerp']
twig,5.47,3.18,1,['twig']
twin,5.81,3.95,2,"['twin', 'wint']"
twine,5.35,3.24,2,"['twine', 'witen']"
twinge,4.29,4.35,2,"['tewing', 'twinge']"
twist,4.61,4.27,2,"['twist', 'twits']"
twister,4.25,6,2,"['retwist', 'twister']"
twitch,4.26,5.95,1,['twitch']
tycoon,4.74,4.3,1,['tycoon']
tyke,5.7,3.83,2,"['kyte', 'tyke']"
typewriter,5.44,2.4,1,['typewriter']
typical,4.58,3.37,1,['typical']
typist,5.3,4.14,1,['typist']
ubiquitous,5.05,3.81,1,['ubiquitous']
ukulele,5.26,4.52,1,['ukulele']
ulterior,4.29,4.71,1,['ulterior']
ultimate,5.74,5.1,2,"['mutilate', 'ultimate']"
ultrasound,5.14,5.15,1,['ultrasound']
ultraviolet,5.8,3.71,1,['ultraviolet']
umbilical,5.52,3.36,1,['umbilical']
umbrella,5.84,3.5,2,"['umbellar', 'umbrella']"
umpire,4.19,4.57,2,"['impure', 'umpire']"
umpteen,4.95,3.86,1,['umpteen']
unaffected,4.84,3.32,1,['unaffected']
unanimous,5.55,4.24,1,['unanimous']
unattached,4.79,3.86,1,['unattached']
unbeatable,5.53,5.25,1,['unbeatable']
unbelievable,5.57,5.4,1,['unbelievable']
unborn,4.86,5.28,1,['unborn']
unbridled,4.63,4.45,1,['unbridled']
unbutton,5,5.95,1,['unbutton']
uncanny,5,4.71,1,['uncanny']
unchanged,5,2.68,1,['unchanged']
uncharted,5.44,5.1,1,['uncharted']
uncommon,5.35,3.2,1,['uncommon']
unconfirmed,4.72,4.43,1,['unconfirmed']
unconventional,5.71,4.8,1,['unconventional']
uncover,4.89,3.55,1,['uncover']
uncut,4.84,3.61,1,['uncut']
undeniable,5.4,3.5,1,['undeniable']
underbelly,4.42,3.74,1,['underbelly']
undercover,5.58,3.73,1,['undercover']
underdog,5.1,5.38,3,"['grounded', 'underdog', 'undergod']"
underestimate,4.35,4.48,1,['underestimate']
undergraduate,5,3.95,1,['undergraduate']
